player_id,player_name,team,position,cluster,archetype
P00350,Kamil Jozwiak,Poland,Defender,1,Defender: Clearances + Aerial duels
P00351,Robert Swierczok,Poland,Midfielder,2,Midfielder: Key passes + Passing
P00352,Piotr Cash,Poland,Midfielder,2,Midfielder: Key passes + Passing
P00353,Jan Rybus,Poland,Midfielder,2,Midfielder: Key passes + Passing
P00354,Arkadiusz Puchacz,Poland,Midfielder,2,Midfielder: Key passes + Passing
P00355,Grzegorz Skoras,Poland,Midfielder,2,Midfielder: Key passes + Passing
P00356,Krzysztof Urbański,Poland,Midfielder,2,Midfielder: Key passes + Passing
P00357,Mateusz Kozlowski,Poland,Midfielder,2,Midfielder: Key passes + Passing
P00358,Jakub Zielinski,Poland,Midfielder,2,Midfielder: Key passes + Passing
P00359,Robert Skoras,Poland,Forward,0,Forward: Shots + Goals
P00360,Piotr Urbański,Poland,Forward,0,Forward: Shots + Goals
P00361,Jan Kozlowski,Poland,Forward,0,Forward: Shots + Goals
P00362,Arkadiusz Zielinski,Poland,Forward,0,Forward: Shots + Goals
P00363,Grzegorz Glik,Poland,Forward,0,Forward: Shots + Goals
P00364,Krzysztof Milik,Poland,Forward,0,Forward: Shots + Goals
P00365,Dejan Isak,Sweden,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00366,Alexander Lindelof,Sweden,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00367,Emil Olsson,Sweden,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00368,Dejan Augustinsson,Sweden,Defender,1,Defender: Clearances + Aerial duels
P00369,Alexander Ekdal,Sweden,Defender,1,Defender: Clearances + Aerial duels
P00370,Emil Berg,Sweden,Defender,1,Defender: Clearances + Aerial duels
P00371,Viktor Krafth,Sweden,Defender,1,Defender: Clearances + Aerial duels
P00372,Robin Björkman,Sweden,Defender,1,Defender: Clearances + Aerial duels
P00373,Ludwig Elanga,Sweden,Defender,1,Defender: Clearances + Aerial duels
P00374,Mattias Karlsson,Sweden,Defender,1,Defender: Clearances + Aerial duels
P00375,Karl Kristoffersen,Sweden,Defender,1,Defender: Clearances + Aerial duels
P00376,Filip Daka,Sweden,Defender,1,Defender: Clearances + Aerial duels
P00377,Dejan Gustafson,Sweden,Midfielder,2,Midfielder: Key passes + Passing
P00378,Alexander Ndicka,Sweden,Midfielder,2,Midfielder: Key passes + Passing
P00379,Emil Garcia,Sweden,Midfielder,2,Midfielder: Key passes + Passing
P00380,Viktor Holm,Sweden,Midfielder,2,Midfielder: Key passes + Passing
P00381,Robin Wahlqvist,Sweden,Midfielder,2,Midfielder: Key passes + Passing
P00382,Ludwig Hiljemark,Sweden,Midfielder,2,Midfielder: Key passes + Passing
P00383,Mattias Ljungberg,Sweden,Midfielder,2,Midfielder: Key passes + Passing
P00384,Karl Isak,Sweden,Midfielder,2,Midfielder: Key passes + Passing
P00385,Dejan Wahlqvist,Sweden,Forward,0,Forward: Shots + Goals
P00386,Alexander Hiljemark,Sweden,Forward,0,Forward: Shots + Goals
P00387,Emil Ljungberg,Sweden,Forward,0,Forward: Shots + Goals
P00388,Viktor Isak,Sweden,Forward,0,Forward: Shots + Goals
P00389,Robin Lindelof,Sweden,Forward,0,Forward: Shots + Goals
P00390,Ludwig Olsson,Sweden,Forward,0,Forward: Shots + Goals
P00391,Hakan Under,Turkey,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00392,Cengiz Soyuncu,Turkey,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00393,Merih Turan,Turkey,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00394,Hakan Yilmaz,Turkey,Defender,1,Defender: Clearances + Aerial duels
P00395,Cengiz Kahveci,Turkey,Defender,1,Defender: Clearances + Aerial duels
P00396,Merih Kokcu,Turkey,Defender,1,Defender: Clearances + Aerial duels
P00397,Caglar Guler,Turkey,Defender,1,Defender: Clearances + Aerial duels
P00398,Burak Tufan,Turkey,Defender,1,Defender: Clearances + Aerial duels
P00399,Enes Celik,Turkey,Defender,1,Defender: Clearances + Aerial duels
P00400,Yusuf Kilicsoy,Turkey,Defender,1,Defender: Clearances + Aerial duels
P00401,Irfan Enes,Turkey,Defender,1,Defender: Clearances + Aerial duels
P00402,Orkun Bayindir,Turkey,Defender,1,Defender: Clearances + Aerial duels
P00403,Hakan Ucar,Turkey,Midfielder,2,Midfielder: Key passes + Passing
P00404,Cengiz Muldur,Turkey,Midfielder,2,Midfielder: Key passes + Passing
P00405,Merih Yildiz,Turkey,Midfielder,2,Midfielder: Key passes + Passing
P00406,Caglar Abdul,Turkey,Midfielder,2,Midfielder: Key passes + Passing
P00407,Burak Cengiz,Turkey,Midfielder,2,Midfielder: Key passes + Passing
P00408,Enes Gonul,Turkey,Midfielder,2,Midfielder: Key passes + Passing
P00409,Yusuf Unal,Turkey,Midfielder,2,Midfielder: Key passes + Passing
P00410,Irfan Under,Turkey,Midfielder,2,Midfielder: Key passes + Passing
P00411,Hakan Cengiz,Turkey,Forward,0,Forward: Shots + Goals
P00412,Cengiz Gonul,Turkey,Forward,0,Forward: Shots + Goals
P00413,Merih Unal,Turkey,Forward,0,Forward: Shots + Goals
P00414,Caglar Under,Turkey,Forward,0,Forward: Shots + Goals
P00415,Burak Soyuncu,Turkey,Forward,0,Forward: Shots + Goals
P00416,Enes Turan,Turkey,Forward,0,Forward: Shots + Goals
P00417,Andriy Zinchenko,Ukraine,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00418,Oleksandr Tsygankov,Ukraine,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00419,Mykhailo Sudakov,Ukraine,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00420,Andriy Dovbyk,Ukraine,Defender,1,Defender: Clearances + Aerial duels
P00421,Oleksandr Shaparenko,Ukraine,Defender,1,Defender: Clearances + Aerial duels
P00422,Mykhailo Zabarnyi,Ukraine,Defender,1,Defender: Clearances + Aerial duels
P00423,Viktor Karavaev,Ukraine,Defender,1,Defender: Clearances + Aerial duels
P00424,Artem Lunin,Ukraine,Defender,1,Defender: Clearances + Aerial duels
P00425,Ruslan Makarenko,Ukraine,Defender,1,Defender: Clearances + Aerial duels
P00426,Yevhen Yaremchuk,Ukraine,Defender,1,Defender: Clearances + Aerial duels
P00427,Dmytro Kovalenko,Ukraine,Defender,1,Defender: Clearances + Aerial duels
P00428,Oleksiy Sobol,Ukraine,Defender,1,Defender: Clearances + Aerial duels
P00429,Andriy Bushchan,Ukraine,Midfielder,2,Midfielder: Key passes + Passing
P00430,Oleksandr Sydorchuk,Ukraine,Midfielder,2,Midfielder: Key passes + Passing
P00431,Mykhailo Besedin,Ukraine,Midfielder,2,Midfielder: Key passes + Passing
P00432,Viktor Stepanenko,Ukraine,Midfielder,2,Midfielder: Key passes + Passing
P00433,Artem Bolbat,Ukraine,Midfielder,2,Midfielder: Key passes + Passing
P00434,Ruslan Bondarenko,Ukraine,Midfielder,2,Midfielder: Key passes + Passing
P00435,Yevhen Kryvtsov,Ukraine,Midfielder,2,Midfielder: Key passes + Passing
P00436,Dmytro Zinchenko,Ukraine,Midfielder,2,Midfielder: Key passes + Passing
P00437,Andriy Bolbat,Ukraine,Forward,0,Forward: Shots + Goals
P00438,Oleksandr Bondarenko,Ukraine,Forward,0,Forward: Shots + Goals
P00439,Mykhailo Kryvtsov,Ukraine,Forward,0,Forward: Shots + Goals
P00440,Viktor Zinchenko,Ukraine,Forward,0,Forward: Shots + Goals
P00441,Artem Tsygankov,Ukraine,Forward,0,Forward: Shots + Goals
P00442,Ruslan Sudakov,Ukraine,Forward,0,Forward: Shots + Goals
P00443,Andrew McTominay,Scotland,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00444,Scott McGregor,Scotland,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00445,John Gilmour,Scotland,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00446,Andrew Adams,Scotland,Defender,1,Defender: Clearances + Aerial duels
P00447,Scott Patterson,Scotland,Defender,1,Defender: Clearances + Aerial duels
P00448,John Hanley,Scotland,Defender,1,Defender: Clearances + Aerial duels
P00449,Stuart Hendry,Scotland,Defender,1,Defender: Clearances + Aerial duels
P00450,Graeme Doak,Scotland,Defender,1,Defender: Clearances + Aerial duels
P00451,Liam Turnbull,Scotland,Defender,1,Defender: Clearances + Aerial duels
P00452,Ryan Forrest,Scotland,Defender,1,Defender: Clearances + Aerial duels
P00453,Callum Christie,Scotland,Defender,1,Defender: Clearances + Aerial duels
P00454,Kieran Dykes,Scotland,Defender,1,Defender: Clearances + Aerial duels
P00455,Andrew Ferguson,Scotland,Midfielder,2,Midfielder: Key passes + Passing
P00456,Scott Lewis,Scotland,Midfielder,2,Midfielder: Key passes + Passing
P00457,John Armstrong,Scotland,Midfielder,2,Midfielder: Key passes + Passing
P00458,Stuart Shankland,Scotland,Midfielder,2,Midfielder: Key passes + Passing
P00459,Graeme Jack,Scotland,Midfielder,2,Midfielder: Key passes + Passing
P00460,Liam Gallagher,Scotland,Midfielder,2,Midfielder: Key passes + Passing
P00461,Ryan Clark,Scotland,Midfielder,2,Midfielder: Key passes + Passing
P00462,Callum McTominay,Scotland,Midfielder,2,Midfielder: Key passes + Passing
P00463,Andrew Jack,Scotland,Forward,0,Forward: Shots + Goals
P00464,Scott Gallagher,Scotland,Forward,0,Forward: Shots + Goals
P00465,John Clark,Scotland,Forward,0,Forward: Shots + Goals
P00466,Stuart McTominay,Scotland,Forward,0,Forward: Shots + Goals
P00467,Graeme McGregor,Scotland,Forward,0,Forward: Shots + Goals
P00468,Liam Gilmour,Scotland,Forward,0,Forward: Shots + Goals
P00469,Neymar Junior,Brazil,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00470,Vinicius Martins,Brazil,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00471,Rodrygo Paqueta,Brazil,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00472,Neymar Mendes,Brazil,Defender,1,Defender: Clearances + Aerial duels
P00473,Vinicius Guimaraes,Brazil,Defender,1,Defender: Clearances + Aerial duels
P00474,Rodrygo Fabinho,Brazil,Defender,1,Defender: Clearances + Aerial duels
P00475,Gabriel Alisson,Brazil,Defender,1,Defender: Clearances + Aerial duels
P00476,Casemiro Alexandre,Brazil,Defender,1,Defender: Clearances + Aerial duels
P00477,Marquinhos Santos,Brazil,Defender,1,Defender: Clearances + Aerial duels
P00478,Alisson Oliveira,Brazil,Defender,1,Defender: Clearances + Aerial duels
P00479,Richarlison Ferreira,Brazil,Defender,1,Defender: Clearances + Aerial duels
P00480,Bruno Lima,Brazil,Defender,1,Defender: Clearances + Aerial duels
P00481,Neymar Pereira,Brazil,Midfielder,2,Midfielder: Key passes + Passing
P00482,Vinicius Moreira,Brazil,Midfielder,2,Midfielder: Key passes + Passing
P00483,Rodrygo Costa,Brazil,Midfielder,2,Midfielder: Key passes + Passing
P00484,Gabriel Souza,Brazil,Midfielder,2,Midfielder: Key passes + Passing
P00485,Casemiro Carvalho,Brazil,Midfielder,2,Midfielder: Key passes + Passing
P00486,Marquinhos Nunes,Brazil,Midfielder,2,Midfielder: Key passes + Passing
P00487,Alisson Reis,Brazil,Midfielder,2,Midfielder: Key passes + Passing
P00488,Richarlison Junior,Brazil,Midfielder,2,Midfielder: Key passes + Passing
P00489,Neymar Carvalho,Brazil,Forward,0,Forward: Shots + Goals
P00490,Vinicius Nunes,Brazil,Forward,0,Forward: Shots + Goals
P00491,Rodrygo Reis,Brazil,Forward,0,Forward: Shots + Goals
P00492,Gabriel Junior,Brazil,Forward,0,Forward: Shots + Goals
P00493,Casemiro Martins,Brazil,Forward,0,Forward: Shots + Goals
P00494,Marquinhos Paqueta,Brazil,Forward,0,Forward: Shots + Goals
P00495,Lionel Alvarez,Argentina,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00496,Julian De Paul,Argentina,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00497,Emiliano Di Maria,Argentina,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00498,Lionel Martinez,Argentina,Defender,1,Defender: Clearances + Aerial duels
P00499,Julian Paredes,Argentina,Defender,1,Defender: Clearances + Aerial duels
P00500,Emiliano Mac Allister,Argentina,Defender,1,Defender: Clearances + Aerial duels
P00501,Rodrigo Lo Celso,Argentina,Defender,1,Defender: Clearances + Aerial duels
P00502,Lautaro Tagliafico,Argentina,Defender,1,Defender: Clearances + Aerial duels
P00503,Angel Gonzalez,Argentina,Defender,1,Defender: Clearances + Aerial duels
P00504,Leandro Pezzella,Argentina,Defender,1,Defender: Clearances + Aerial duels
P00505,Nahuel Correa,Argentina,Defender,1,Defender: Clearances + Aerial duels
P00506,Alexis Almada,Argentina,Defender,1,Defender: Clearances + Aerial duels
P00507,Lionel Montiel,Argentina,Midfielder,2,Midfielder: Key passes + Passing
P00508,Julian Dybala,Argentina,Midfielder,2,Midfielder: Key passes + Passing
P00509,Emiliano Acuna,Argentina,Midfielder,2,Midfielder: Key passes + Passing
P00510,Rodrigo Fernandez,Argentina,Midfielder,2,Midfielder: Key passes + Passing
P00511,Lautaro Sosa,Argentina,Midfielder,2,Midfielder: Key passes + Passing
P00512,Angel Garay,Argentina,Midfielder,2,Midfielder: Key passes + Passing
P00513,Leandro Balerdi,Argentina,Midfielder,2,Midfielder: Key passes + Passing
P00514,Nahuel Alvarez,Argentina,Midfielder,2,Midfielder: Key passes + Passing
P00515,Lionel Sosa,Argentina,Forward,0,Forward: Shots + Goals
P00516,Julian Garay,Argentina,Forward,0,Forward: Shots + Goals
P00517,Emiliano Balerdi,Argentina,Forward,0,Forward: Shots + Goals
P00518,Rodrigo Alvarez,Argentina,Forward,0,Forward: Shots + Goals
P00519,Lautaro De Paul,Argentina,Forward,0,Forward: Shots + Goals
P00520,Angel Di Maria,Argentina,Forward,0,Forward: Shots + Goals
P00521,Luis Rodriguez,Colombia,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00522,James Mina,Colombia,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00523,Duvan Cuadrado,Colombia,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00524,Luis Sanchez,Colombia,Defender,1,Defender: Clearances + Aerial duels
P00525,James Ospina,Colombia,Defender,1,Defender: Clearances + Aerial duels
P00526,Duvan Lerma,Colombia,Defender,1,Defender: Clearances + Aerial duels
P00527,Yerry Barrios,Colombia,Defender,1,Defender: Clearances + Aerial duels
P00528,Davinson Borja,Colombia,Defender,1,Defender: Clearances + Aerial duels
P00529,Juan Quintero,Colombia,Defender,1,Defender: Clearances + Aerial duels
P00530,Radamel Cuesta,Colombia,Defender,1,Defender: Clearances + Aerial duels
P00531,Jefferson Chara,Colombia,Defender,1,Defender: Clearances + Aerial duels
P00532,David Lucumi,Colombia,Defender,1,Defender: Clearances + Aerial duels
P00533,Luis Sinisterra,Colombia,Midfielder,2,Midfielder: Key passes + Passing
P00534,James Morelos,Colombia,Midfielder,2,Midfielder: Key passes + Passing
P00535,Duvan Tesillo,Colombia,Midfielder,2,Midfielder: Key passes + Passing
P00536,Yerry Cantillo,Colombia,Midfielder,2,Midfielder: Key passes + Passing
P00537,Davinson Villa,Colombia,Midfielder,2,Midfielder: Key passes + Passing
P00538,Juan Munoz,Colombia,Midfielder,2,Midfielder: Key passes + Passing
P00539,Radamel Rios,Colombia,Midfielder,2,Midfielder: Key passes + Passing
P00540,Jefferson Rodriguez,Colombia,Midfielder,2,Midfielder: Key passes + Passing
P00541,Luis Villa,Colombia,Forward,0,Forward: Shots + Goals
P00542,James Munoz,Colombia,Forward,0,Forward: Shots + Goals
P00543,Duvan Rios,Colombia,Forward,0,Forward: Shots + Goals
P00544,Yerry Rodriguez,Colombia,Forward,0,Forward: Shots + Goals
P00545,Davinson Mina,Colombia,Forward,0,Forward: Shots + Goals
P00546,Juan Cuadrado,Colombia,Forward,0,Forward: Shots + Goals
P00547,Alexis Vidal,Chile,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00548,Arturo Brereton,Chile,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00549,Gary Isla,Chile,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00550,Alexis Pulgar,Chile,Defender,1,Defender: Clearances + Aerial duels
P00551,Arturo Aranguiz,Chile,Defender,1,Defender: Clearances + Aerial duels
P00552,Gary Diaz,Chile,Defender,1,Defender: Clearances + Aerial duels
P00553,Ben Sierralta,Chile,Defender,1,Defender: Clearances + Aerial duels
P00554,Erick Mena,Chile,Defender,1,Defender: Clearances + Aerial duels
P00555,Mauricio Montes,Chile,Defender,1,Defender: Clearances + Aerial duels
P00556,Jean Zavala,Chile,Defender,1,Defender: Clearances + Aerial duels
P00557,Paulo Albornoz,Chile,Defender,1,Defender: Clearances + Aerial duels
P00558,Claudio Pavez,Chile,Defender,1,Defender: Clearances + Aerial duels
P00559,Alexis Lasarte,Chile,Midfielder,2,Midfielder: Key passes + Passing
P00560,Arturo Fuentes,Chile,Midfielder,2,Midfielder: Key passes + Passing
P00561,Gary Villanueva,Chile,Midfielder,2,Midfielder: Key passes + Passing
P00562,Ben Castillo,Chile,Midfielder,2,Midfielder: Key passes + Passing
P00563,Erick Valdivia,Chile,Midfielder,2,Midfielder: Key passes + Passing
P00564,Mauricio Riquelme,Chile,Midfielder,2,Midfielder: Key passes + Passing
P00565,Jean Delgado,Chile,Midfielder,2,Midfielder: Key passes + Passing
P00566,Paulo Vidal,Chile,Midfielder,2,Midfielder: Key passes + Passing
P00567,Alexis Valdivia,Chile,Forward,0,Forward: Shots + Goals
P00568,Arturo Riquelme,Chile,Forward,0,Forward: Shots + Goals
P00569,Gary Delgado,Chile,Forward,0,Forward: Shots + Goals
P00570,Ben Vidal,Chile,Forward,0,Forward: Shots + Goals
P00571,Erick Brereton,Chile,Forward,0,Forward: Shots + Goals
P00572,Mauricio Isla,Chile,Forward,0,Forward: Shots + Goals
P00573,Luis Cavani,Uruguay,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00574,Edinson Gimenez,Uruguay,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00575,Federico Bentancur,Uruguay,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00576,Luis Araujo,Uruguay,Defender,1,Defender: Clearances + Aerial duels
P00577,Edinson Nandez,Uruguay,Defender,1,Defender: Clearances + Aerial duels
P00578,Federico Coates,Uruguay,Defender,1,Defender: Clearances + Aerial duels
P00579,Jose Torreira,Uruguay,Defender,1,Defender: Clearances + Aerial duels
P00580,Ronald De Arrascaeta,Uruguay,Defender,1,Defender: Clearances + Aerial duels
P00581,Sebastian Nunez,Uruguay,Defender,1,Defender: Clearances + Aerial duels
P00582,Rodrigo Olivera,Uruguay,Defender,1,Defender: Clearances + Aerial duels
P00583,Diego Vina,Uruguay,Defender,1,Defender: Clearances + Aerial duels
P00584,Nahitan Canobbio,Uruguay,Defender,1,Defender: Clearances + Aerial duels
P00585,Luis Pellistri,Uruguay,Midfielder,2,Midfielder: Key passes + Passing
P00586,Edinson Ugarte,Uruguay,Midfielder,2,Midfielder: Key passes + Passing
P00587,Federico Caceres,Uruguay,Midfielder,2,Midfielder: Key passes + Passing
P00588,Jose Rodriguez,Uruguay,Midfielder,2,Midfielder: Key passes + Passing
P00589,Ronald Varela,Uruguay,Midfielder,2,Midfielder: Key passes + Passing
P00590,Sebastian Torres,Uruguay,Midfielder,2,Midfielder: Key passes + Passing
P00591,Rodrigo Trezeguet,Uruguay,Midfielder,2,Midfielder: Key passes + Passing
P00592,Diego Cavani,Uruguay,Midfielder,2,Midfielder: Key passes + Passing
P00593,Luis Varela,Uruguay,Forward,0,Forward: Shots + Goals
P00594,Edinson Torres,Uruguay,Forward,0,Forward: Shots + Goals
P00595,Federico Trezeguet,Uruguay,Forward,0,Forward: Shots + Goals
P00596,Jose Cavani,Uruguay,Forward,0,Forward: Shots + Goals
P00597,Ronald Gimenez,Uruguay,Forward,0,Forward: Shots + Goals
P00598,Sebastian Bentancur,Uruguay,Forward,0,Forward: Shots + Goals
P00599,Enner Caicedo,Ecuador,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00600,Moises Mena,Ecuador,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00601,Pervis Preciado,Ecuador,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00602,Enner Hincapie,Ecuador,Defender,1,Defender: Clearances + Aerial duels
P00603,Moises Torres,Ecuador,Defender,1,Defender: Clearances + Aerial duels
P00604,Pervis Gruezo,Ecuador,Defender,1,Defender: Clearances + Aerial duels
P00605,Angel Plata,Ecuador,Defender,1,Defender: Clearances + Aerial duels
P00606,Gonzalo Ramirez,Ecuador,Defender,1,Defender: Clearances + Aerial duels
P00607,Sebastian Angulo,Ecuador,Defender,1,Defender: Clearances + Aerial duels
P00608,Diego Pacho,Ecuador,Defender,1,Defender: Clearances + Aerial duels
P00609,Felix Rodriguez,Ecuador,Defender,1,Defender: Clearances + Aerial duels
P00610,Jackson Canga,Ecuador,Defender,1,Defender: Clearances + Aerial duels
P00611,Enner Ibarra,Ecuador,Midfielder,2,Midfielder: Key passes + Passing
P00612,Moises Minda,Ecuador,Midfielder,2,Midfielder: Key passes + Passing
P00613,Pervis Palacios,Ecuador,Midfielder,2,Midfielder: Key passes + Passing
P00614,Angel Intriago,Ecuador,Midfielder,2,Midfielder: Key passes + Passing
P00615,Gonzalo Zapata,Ecuador,Midfielder,2,Midfielder: Key passes + Passing
P00616,Sebastian Pellerano,Ecuador,Midfielder,2,Midfielder: Key passes + Passing
P00617,Diego Molina,Ecuador,Midfielder,2,Midfielder: Key passes + Passing
P00618,Felix Caicedo,Ecuador,Midfielder,2,Midfielder: Key passes + Passing
P00619,Enner Zapata,Ecuador,Forward,0,Forward: Shots + Goals
P00620,Moises Pellerano,Ecuador,Forward,0,Forward: Shots + Goals
P00621,Pervis Molina,Ecuador,Forward,0,Forward: Shots + Goals
P00622,Angel Caicedo,Ecuador,Forward,0,Forward: Shots + Goals
P00623,Gonzalo Mena,Ecuador,Forward,0,Forward: Shots + Goals
P00624,Sebastian Preciado,Ecuador,Forward,0,Forward: Shots + Goals
P00625,Paolo Lapadula,Peru,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00626,Gianluca Advincula,Peru,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00627,Pedro Cueva,Peru,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00628,Paolo Carrillo,Peru,Defender,1,Defender: Clearances + Aerial duels
P00629,Gianluca Tapia,Peru,Defender,1,Defender: Clearances + Aerial duels
P00630,Pedro Callens,Peru,Defender,1,Defender: Clearances + Aerial duels
P00631,Luis Abram,Peru,Defender,1,Defender: Clearances + Aerial duels
P00632,André Yotun,Peru,Defender,1,Defender: Clearances + Aerial duels
P00633,Christian Valera,Peru,Defender,1,Defender: Clearances + Aerial duels
P00634,Renato Traverso,Peru,Defender,1,Defender: Clearances + Aerial duels
P00635,Sergio Lora,Peru,Defender,1,Defender: Clearances + Aerial duels
P00636,Alexander Hohberg,Peru,Defender,1,Defender: Clearances + Aerial duels
P00637,Paolo Flores,Peru,Midfielder,2,Midfielder: Key passes + Passing
P00638,Gianluca Peña,Peru,Midfielder,2,Midfielder: Key passes + Passing
P00639,Pedro Garcia,Peru,Midfielder,2,Midfielder: Key passes + Passing
P00640,Luis Cartagena,Peru,Midfielder,2,Midfielder: Key passes + Passing
P00641,André Gonzalez,Peru,Midfielder,2,Midfielder: Key passes + Passing
P00642,Christian Urruti,Peru,Midfielder,2,Midfielder: Key passes + Passing
P00643,Renato Lliuya,Peru,Midfielder,2,Midfielder: Key passes + Passing
P00644,Sergio Lapadula,Peru,Midfielder,2,Midfielder: Key passes + Passing
P00645,Paolo Gonzalez,Peru,Forward,0,Forward: Shots + Goals
P00646,Gianluca Urruti,Peru,Forward,0,Forward: Shots + Goals
P00647,Pedro Lliuya,Peru,Forward,0,Forward: Shots + Goals
P00648,Luis Lapadula,Peru,Forward,0,Forward: Shots + Goals
P00649,André Advincula,Peru,Forward,0,Forward: Shots + Goals
P00650,Christian Cueva,Peru,Forward,0,Forward: Shots + Goals
P00651,Christian McKennie,United States,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00652,Weston Adams,United States,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00653,Giovanni Weah,United States,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00654,Christian Robinson,United States,Defender,1,Defender: Clearances + Aerial duels
P00655,Weston Dest,United States,Defender,1,Defender: Clearances + Aerial duels
P00656,Giovanni Musah,United States,Defender,1,Defender: Clearances + Aerial duels
P00657,Tyler Balogan,United States,Defender,1,Defender: Clearances + Aerial duels
P00658,Antonee Carter-Vickers,United States,Defender,1,Defender: Clearances + Aerial duels
P00659,Timothy Zimmerman,United States,Defender,1,Defender: Clearances + Aerial duels
P00660,Sergino Busio,United States,Defender,1,Defender: Clearances + Aerial duels
P00661,Brenden Pepi,United States,Defender,1,Defender: Clearances + Aerial duels
P00662,Yunus Robinson,United States,Defender,1,Defender: Clearances + Aerial duels
P00663,Christian Sargent,United States,Midfielder,2,Midfielder: Key passes + Passing
P00664,Weston Acosta,United States,Midfielder,2,Midfielder: Key passes + Passing
P00665,Giovanni Tillman,United States,Midfielder,2,Midfielder: Key passes + Passing
P00666,Tyler Morris,United States,Midfielder,2,Midfielder: Key passes + Passing
P00667,Antonee Horvath,United States,Midfielder,2,Midfielder: Key passes + Passing
P00668,Timothy Yedlin,United States,Midfielder,2,Midfielder: Key passes + Passing
P00669,Sergino Hoppe,United States,Midfielder,2,Midfielder: Key passes + Passing
P00670,Brenden McKennie,United States,Midfielder,2,Midfielder: Key passes + Passing
P00671,Christian Horvath,United States,Forward,0,Forward: Shots + Goals
P00672,Weston Yedlin,United States,Forward,0,Forward: Shots + Goals
P00673,Giovanni Hoppe,United States,Forward,0,Forward: Shots + Goals
P00674,Tyler McKennie,United States,Forward,0,Forward: Shots + Goals
P00675,Antonee Adams,United States,Forward,0,Forward: Shots + Goals
P00676,Timothy Weah,United States,Forward,0,Forward: Shots + Goals
P00677,Santiago Lozano,Mexico,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00678,Hirving Alvarez,Mexico,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00679,Raul Lainez,Mexico,Goalkeeper,3,Goalkeeper: Saves + Physicality
P00680,Santiago Corona,Mexico,Defender,1,Defender: Clearances + Aerial duels
P00681,Hirving Ochoa,Mexico,Defender,1,Defender: Clearances + Aerial duels
P00682,Raul Herrera,Mexico,Defender,1,Defender: Clearances + Aerial duels
P00683,Edson Layun,Mexico,Defender,1,Defender: Clearances + Aerial duels
P00684,Jesus Gutierrez,Mexico,Defender,1,Defender: Clearances + Aerial duels
P00685,Diego Vega,Mexico,Defender,1,Defender: Clearances + Aerial duels
P00686,Guillermo Almada,Mexico,Defender,1,Defender: Clearances + Aerial duels
P00687,Jorge Cordova,Mexico,Defender,1,Defender: Clearances + Aerial duels
P00688,Hector Vasquez,Mexico,Defender,1,Defender: Clearances + Aerial duels
P00689,Santiago Araujo,Mexico,Midfielder,2,Midfielder: Key passes + Passing
P00690,Hirving Pineda,Mexico,Midfielder,2,Midfielder: Key passes + Passing
P00691,Raul Antuna,Mexico,Midfielder,2,Midfielder: Key passes + Passing
P00692,Edson Martinez,Mexico,Midfielder,2,Midfielder: Key passes + Passing
P00693,Jesus Reyes,Mexico,Midfielder,2,Midfielder: Key passes + Passing
P00694,Diego Romo,Mexico,Midfielder,2,Midfielder: Key passes + Passing
P00695,Guillermo Torres,Mexico,Midfielder,2,Midfielder: Key passes + Passing
P00696,Jorge Lozano,Mexico,Midfielder,2,Midfielder: Key passes + Passing
P00697,Santiago Reyes,Mexico,Forward,0,Forward: Shots + Goals
